gene_name,old_annotation,GOs,pfams,signalP,TMHMM
LOC105249496,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,GO:0004579|dolichyl-diphosphooligosaccharide-protein glycotransferase activity; GO:0005783|endoplasmic reticulum; GO:0006486|protein glycosylation; GO:0016021|integral component of membrane,PF14966|DNA repair REX1-B; PF04597|Ribophorin I,3,1
LOC105249497,CCHC-type zinc finger protein CG3800,GO:0003676|nucleic acid binding; GO:0008270|zinc ion binding,PF00098|Zinc knuckle; PF00098|Zinc knuckle; PF00098|Zinc knuckle; PF00098|Zinc knuckle; PF00098|Zinc knuckle; PF00098|Zinc knuckle,0,0
LOC105249498,protein bicaudal D isoform X2,GO:0008093|cytoskeletal adaptor activity; GO:0070840|dynein complex binding,PF09730|Microtubule-associated protein Bicaudal-D,0,0
LOC105249499,mitochondrial chaperone BCS1,GO:0005524|ATP binding; GO:0034551|mitochondrial respiratory chain complex III assembly,PF08740|BCS1 N terminal; PF00004|ATPase family associated with various cellular activities (AAA),0,1
LOC105249500,uncharacterized protein LOC105249500 isoform X2,GO:0005515|protein binding,PF13540|Regulator of chromosome condensation (RCC1) repeat; PF13540|Regulator of chromosome condensation (RCC1) repeat; PF13540|Regulator of chromosome condensation (RCC1) repeat; PF13540|Regulator of chromosome condensation (RCC1) repeat; PF00651|BTB/POZ domain; PF00651|BTB/POZ domain,0,0
LOC105249501,uncharacterized protein LOC105249501,"GO:0003677|DNA binding; GO:0006313|transposition, DNA-mediated; GO:0015074|DNA integration",PF13384|Homeodomain-like domain; PF01498|Transposase,0,0
LOC105249502,general odorant-binding protein 69a-like isoform X2,GO:0005549|odorant binding,PF01395|PBP/GOBP family,2,0
LOC105249503,LOW QUALITY PROTEIN: nodal modulator 1,NA,NA,1,0
LOC105249504,general odorant-binding protein 56a-like,GO:0005549|odorant binding,PF01395|PBP/GOBP family,1,1
LOC105249505,UPF0587 protein C1orf123,NA,PF05907|Eukaryotic protein of unknown function (DUF866),0,0
LOC105249506,uncharacterized protein LOC105249506 isoform X1,NA,NA,0,0
LOC105249508,cytochrome P450 6A1 isoform X2,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC105249510,sodium-coupled monocarboxylate transporter 1-like isoform X1,GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00474|Sodium:solute symporter family,0,13
LOC105249511,THUMP domain-containing protein 3,GO:0003723|RNA binding,PF02926|THUMP domain; PF01170|Putative RNA methylase family UPF0020,0,0
LOC105249512,uncharacterized protein LOC105249512,NA,PF05380|Pao retrotransposon peptidase; PF03564|Protein of unknown function (DUF1759),0,0
LOC105249513,uncharacterized protein LOC105249513,NA,NA,0,0
LOC105249514,protein jagunal,GO:0005789|endoplasmic reticulum membrane; GO:0007029|endoplasmic reticulum organization,"PF07086|Jagunal, ER re-organisation during oogenesis",0,4
LOC105249515,immediate early response 3-interacting protein 1,NA,PF08571|Yos1-like,1,1
LOC105249516,cullin-1,GO:0006511|ubiquitin-dependent protein catabolic process; GO:0031625|ubiquitin protein ligase binding,PF00888|Cullin family; PF10557|Cullin protein neddylation domain,0,0
LOC105249517,polyamine-modulated factor 1-binding protein 1,NA,NA,0,0
LOC105249518,NAD-dependent protein deacetylase sirtuin-7,GO:0070403|NAD+ binding,PF02146|Sir2 family; PF02146|Sir2 family,0,0
LOC105249519,caskin-1 isoform X2,GO:0005515|protein binding,PF00536|SAM domain (Sterile alpha motif); PF00536|SAM domain (Sterile alpha motif),0,0
LOC105249521,cyclic AMP-dependent transcription factor ATF-2 isoform X1,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated",PF00170|bZIP transcription factor,0,0
LOC105249523,pro-resilin,NA,NA,2,0
LOC105249524,poly(A) polymerase type 3 isoform X1,GO:0003723|RNA binding; GO:0004652|polynucleotide adenylyltransferase activity; GO:0043631|RNA polyadenylation,PF04926|Poly(A) polymerase predicted RNA binding domain; PF04926|Poly(A) polymerase predicted RNA binding domain; PF01909|Nucleotidyltransferase domain; PF04928|Poly(A) polymerase central domain,0,0
LOC105249525,relaxin receptor 1 isoform X1,GO:0004930|G protein-coupled receptor activity; GO:0005515|protein binding; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane,PF13855|Leucine rich repeat; PF13855|Leucine rich repeat; PF00001|7 transmembrane receptor (rhodopsin family),0,8
LOC105249526,F-box/SPRY domain-containing protein 1,GO:0005515|protein binding,PF12937|F-box-like; PF00622|SPRY domain,0,0
LOC105249527,transmembrane protein 164,NA,PF14808|TMEM164 family,0,5
LOC105249528,lysozyme,NA,PF00062|C-type lysozyme/alpha-lactalbumin family,1,0
LOC105249529,aryl hydrocarbon receptor protein 1 isoform X1,"GO:0006355|regulation of transcription, DNA-templated; GO:0006805|xenobiotic metabolic process; GO:0046983|protein dimerization activity",PF00010|Helix-loop-helix DNA-binding domain; PF08447|PAS fold; PF00989|PAS fold,0,0
LOC105249530,neuralized-like protein 4,NA,PF07177|Neuralized; PF07177|Neuralized; PF07177|Neuralized; PF07177|Neuralized; PF07177|Neuralized; PF07177|Neuralized,0,0
LOC105249531,guanine nucleotide-binding protein subunit beta-2,GO:0005515|protein binding; GO:0007165|signal transduction,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0
LOC105249532,immunoglobulin domain-containing protein oig-4,NA,PF13927|Immunoglobulin domain,3,0
LOC105249533,immunoglobulin domain-containing protein oig-4,NA,PF07679|Immunoglobulin I-set domain,1,0
LOC105249534,chondroitin sulfate synthase 1,GO:0008376|acetylgalactosaminyltransferase activity; GO:0032580|Golgi cisterna membrane,PF05679|Chondroitin N-acetylgalactosaminyltransferase,0,1
LOC105249535,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform X1",GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process,PF03171|2OG-Fe(II) oxygenase superfamily,1,0
LOC105249536,vacuolar protein sorting-associated protein 37A,GO:0000813|ESCRT I complex; GO:0032509|endosome transport via multivesicular body sorting pathway,PF07200|Modifier of rudimentary (Mod(r)) protein,0,0
LOC105249537,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase isoform X1",NA,PF15924|ALG11 mannosyltransferase N-terminus; PF00534|Glycosyl transferases group 1,0,1
LOC105249538,RNA 3\'-terminal phosphate cyclase isoform X1,GO:0003963|RNA-3'-phosphate cyclase activity; GO:0006396|RNA processing,"PF01137|RNA 3'-terminal phosphate cyclase; PF05189|RNA 3'-terminal phosphate cyclase (RTC), insert domain",0,0
LOC105249539,copper-transporting ATPase 1 isoform X2,GO:0030001|metal ion transport; GO:0046872|metal ion binding,PF00122|E1-E2 ATPase; PF00403|Heavy-metal-associated domain; PF00403|Heavy-metal-associated domain; PF00403|Heavy-metal-associated domain; PF00403|Heavy-metal-associated domain; PF00702|haloacid dehalogenase-like hydrolase,0,7
LOC105249540,putative uncharacterized protein DDB_G0282133,NA,NA,0,0
LOC105249541,apoptosis regulatory protein Siva,NA,PF05458|Cd27 binding protein (Siva),0,0
LOC105249542,nuclear factor related to kappa-B-binding protein isoform X1,GO:0031011|Ino80 complex,PF14465|NFRKB Winged Helix-like,0,0
LOC105249543,synaptotagmin-5-like isoform X2,NA,PF00168|C2 domain; PF00168|C2 domain,0,1
LOC105249544,uncharacterized protein LOC105249544 isoform X1,NA,NA,0,1
LOC105249545,peroxisomal biogenesis factor 19,GO:0005777|peroxisome,PF04614|Pex19 protein family,0,0
LOC105249546,snRNA-activating protein complex subunit 3,NA,PF12251|snRNA-activating protein of 50kDa MW C terminal,0,0
LOC105249547,glycogen,GO:0004373|glycogen (starch) synthase activity; GO:0005978|glycogen biosynthetic process,PF05693|Glycogen synthase,0,0
LOC105249548,mitogen-activated protein kinase-binding protein 1 isoform X4,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0
LOC105249549,2-phosphoxylose phosphatase 1,NA,PF00328|Histidine phosphatase superfamily (branch 2),0,1
LOC105249550,transmembrane and TPR repeat-containing protein 4,GO:0005515|protein binding,PF08409|Domain of unknown function (DUF1736); PF00515|Tetratricopeptide repeat; PF00515|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat; PF13414|TPR repeat,0,11
LOC105249551,RNA polymerase I-specific transcription initiation factor RRN3 isoform X2,NA,PF05327|RNA polymerase I specific transcription initiation factor RRN3,0,0
LOC105249552,uncharacterized protein LOC105249552 isoform X2,GO:0006508|proteolysis; GO:0008234|cysteine-type peptidase activity,"PF02902|Ulp1 protease family, C-terminal catalytic domain",0,0
LOC105249553,aquaporin-11,NA,NA,0,7
LOC105249554,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase",GO:0004435|phosphatidylinositol phospholipase C activity; GO:0006629|lipid metabolic process; GO:0035556|intracellular signal transduction,"PF06631|Protein of unknown function (DUF1154); PF00387|Phosphatidylinositol-specific phospholipase C, Y domain; PF00388|Phosphatidylinositol-specific phospholipase C, X domain; PF09279|Phosphoinositide-specific phospholipase C, efhand-like; PF17787|PH domain; PF00168|C2 domain",0,0
LOC105249555,sodium- and chloride-dependent GABA transporter ine isoform X1,GO:0016021|integral component of membrane,PF00209|Sodium:neurotransmitter symporter family,0,13
LOC105249556,NA,NA,NA,NA,NA
LOC105249557,endocuticle structural glycoprotein SgAbd-4,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,1,0
LOC105249558,patched domain-containing protein 3,GO:0016021|integral component of membrane,PF02460|Patched family,0,11
LOC105249559,endocuticle structural glycoprotein SgAbd-2,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,2,0
LOC105249560,uncharacterized protein LOC105249560,NA,NA,1,0
LOC105249561,endocuticle structural glycoprotein SgAbd-2 isoform X1,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,0,0
LOC105249562,endocuticle structural glycoprotein SgAbd-3,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,2,0
LOC105249563,cuticle protein CP14.6,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,3,1
LOC105249564,larval cuticle protein LCP-17,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,3,0
LOC105249565,uncharacterized protein LOC105249565,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC105249566,endocuticle structural glycoprotein SgAbd-4,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,0,0
LOC105249567,endocuticle structural glycoprotein SgAbd-8,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,2,0
LOC105249568,endocuticle structural glycoprotein SgAbd-8,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,0,0
LOC105249569,uncharacterized protein LOC105249569,GO:0047429|nucleoside-triphosphate diphosphatase activity,PF02545|Maf-like protein,0,0
LOC105249570,mitochondrial fission 1 protein,GO:0000266|mitochondrial fission,PF14853|Fis1 C-terminal tetratricopeptide repeat; PF14852|Fis1 N-terminal tetratricopeptide repeat,0,1
LOC105249571,insulin-like growth factor-binding protein complex acid labile subunit isoform X1,GO:0005515|protein binding,PF13855|Leucine rich repeat; PF13855|Leucine rich repeat; PF13855|Leucine rich repeat,0,1
LOC105249572,neuronal acetylcholine receptor subunit alpha-7 isoform X3,GO:0004888|transmembrane signaling receptor activity; GO:0005230|extracellular ligand-gated ion channel activity; GO:0016021|integral component of membrane; GO:0034220|ion transmembrane transport,PF02931|Neurotransmitter-gated ion-channel ligand binding domain; PF02932|Neurotransmitter-gated ion-channel transmembrane region,0,5
LOC105249573,NA,NA,NA,NA,NA
LOC105249574,cAMP-dependent protein kinase catalytic subunit,GO:0004691|cAMP-dependent protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation; GO:0007186|G protein-coupled receptor signaling pathway; GO:0034237|protein kinase A regulatory subunit binding,PF00069|Protein kinase domain,0,0
LOC105249575,prothymosin alpha,NA,NA,0,0
LOC105249576,ceramide phosphoethanolamine synthase,NA,NA,0,6
LOC105249577,probable ATP-dependent RNA helicase DHX35,GO:0003676|nucleic acid binding; GO:0004386|helicase activity; GO:0005524|ATP binding,PF00270|DEAD/DEAH box helicase; PF04408|Helicase associated domain (HA2); PF07717|Oligonucleotide/oligosaccharide-binding (OB)-fold; PF00271|Helicase conserved C-terminal domain,0,0
LOC105249578,WAS/WASL-interacting protein family member 1-like,NA,NA,0,0
LOC105249579,putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 isoform X1,GO:0008420|RNA polymerase II CTD heptapeptide repeat phosphatase activity; GO:0043175|RNA polymerase core enzyme binding; GO:0070940|dephosphorylation of RNA polymerase II C-terminal domain,PF04181|Rtr1/RPAP2 family,0,0
LOC105249581,ras suppressor protein 1,GO:0005515|protein binding,PF13855|Leucine rich repeat; PF13855|Leucine rich repeat,0,0
LOC105249582,sperm-associated antigen 1,GO:0005515|protein binding,PF13877|Potential Monad-binding region of RPAP3; PF13181|Tetratricopeptide repeat,0,0
LOC105249583,ras-related and estrogen-regulated growth inhibitor,GO:0003924|GTPase activity; GO:0005525|GTP binding,PF00071|Ras family,0,0
LOC105249584,mothers against decapentaplegic homolog 4 isoform X1,"GO:0006355|regulation of transcription, DNA-templated",PF03165|MH1 domain; PF03166|MH2 domain,0,0
LOC105249585,"probable 28S ribosomal protein S26, mitochondrial",GO:0005763|mitochondrial small ribosomal subunit,PF14943|Mitochondrial ribosome subunit S26,0,0
LOC105249586,Kv channel-interacting protein 1 isoform X1,GO:0005509|calcium ion binding,PF13499|EF-hand domain pair,0,0
LOC105249587,uncharacterized protein LOC105249587 isoform X3,NA,NA,0,0
LOC105249588,palmitoyltransferase ZDHHC16A isoform X1,GO:0016409|palmitoyltransferase activity,PF01529|DHHC palmitoyltransferase,0,4
LOC105249589,serine protease snake isoform X2,GO:0004252|serine-type endopeptidase activity; GO:0006508|proteolysis,PF00089|Trypsin,1,1
LOC105249590,uncharacterized protein LOC105249590,GO:0005515|protein binding; GO:0007165|signal transduction,PF00531|Death domain,0,0
LOC105249591,"39S ribosomal protein L52, mitochondrial",GO:0003735|structural constituent of ribosome; GO:0005762|mitochondrial large ribosomal subunit; GO:0032543|mitochondrial translation,PF18699|Mitoribosomal protein mL52,0,0
LOC105249592,negative elongation factor B,"GO:0005634|nucleus; GO:0045892|negative regulation of transcription, DNA-templated",PF06209|Cofactor of BRCA1 (COBRA1),0,0
LOC105249593,uncharacterized protein LOC105249593,NA,NA,3,0
LOC105249594,uncharacterized protein LOC105249594 isoform X1,NA,PF10184|Uncharacterized conserved protein (DUF2358),0,0
LOC105249595,DNA-directed RNA polymerase II subunit RPB7,"GO:0003676|nucleic acid binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006351|transcription, DNA-templated",PF03876|SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397; PF00575|S1 RNA binding domain,0,0
LOC105249596,ribonuclease H1-like,NA,PF01693|Caulimovirus viroplasmin,0,0
LOC105249597,ribonuclease H1,GO:0003676|nucleic acid binding; GO:0004523|RNA-DNA hybrid ribonuclease activity,PF01693|Caulimovirus viroplasmin; PF00075|RNase H,0,0
LOC105249598,"b(0,+)-type amino acid transporter 1 isoform X2",GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF13520|Amino acid permease,0,10
LOC105249599,uncharacterized protein C1orf131 homolog,NA,PF15375|Domain of unknown function (DUF4602),0,0
LOC105249600,RCC1 and BTB domain-containing protein 1-like isoform X2,GO:0005515|protein binding,PF00651|BTB/POZ domain,0,0
LOC105249601,uncharacterized protein LOC105249601 isoform X1,GO:0003723|RNA binding; GO:0003824|catalytic activity; GO:0005509|calcium ion binding,PF00857|Isochorismatase family; PF15985|KH domain; PF13499|EF-hand domain pair; PF14382|Exosome complex exonuclease RRP4 N-terminal region,0,0
LOC105249602,cytochrome b5 isoform X1,NA,PF00173|Cytochrome b5-like Heme/Steroid binding domain,0,1
LOC105249604,torsin-like protein,GO:0005524|ATP binding,PF06309|Torsin,1,0
LOC105249605,protein vav isoform X1,GO:0005089|Rho guanyl-nucleotide exchange factor activity; GO:0035023|regulation of Rho protein signal transduction,PF00621|RhoGEF domain; PF00018|SH3 domain; PF00169|PH domain; PF00307|Calponin homology (CH) domain; PF00130|Phorbol esters/diacylglycerol binding domain (C1 domain); PF00017|SH2 domain,0,0
