sc16a_gene,gene_name,GOs,pfams,signalP,TMHMM,sc16a_ccl_up_down,sc16a_ccd_up_down,ccl_ccd_up_down
Ophio5|3082,XA68_13065,GO:0005509|calcium ion binding,PF13499.1|EF-hand_7;PF13499.1|EF-hand_7;PF13833.1|EF-hand_8;PF13833.1|EF-hand_8;PF13405.1|EF-hand_6;PF13202.1|EF-hand_5,,NA,Up,Up,Down
Ophio5|3083,XA68_13066,,PF01417.15|ENTH;PF08226.6|DUF1720,,NA,Down,Down,Up
Ophio5|3084,XA68_13067,,,,NA,Down,Down,Down
Ophio5|3085,XA68_13068,,,,NA,Down,Down,Up
Ophio5|3086,XA68_13069,GO:0005515|protein binding,PF00415.13|RCC1;PF00651.26|BTB;PF13637.1|Ank_4;PF13540.1|RCC1_2,,NA,Up,Down,Down
Ophio5|3087,XA68_13070,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome,PF00238.14|Ribosomal_L14,,NA,Up,Up,Down
Ophio5|3088,XA68_13071,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus",PF00172.13|Zn_clus,,NA,Down,Down,Up
Ophio5|3089,XA68_13072,,,,7,Down,Down,Down
Ophio5|309,XA68_10307,,,,NA,Down,Down,Down
Ophio5|3090,XA68_13073,,,,1,Down,Down,Down
Ophio5|3091,XA68_13074,,,,NA,Down,Up,Up
Ophio5|3092,XA68_13075,GO:0033897|ribonuclease T2 activity;GO:0003723|RNA binding,PF00445.13|Ribonuclease_T2,,NA,Up,Up,Up
Ophio5|3093,XA68_13076,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,Up,Down,Down
Ophio5|3094,XA68_13077,,,,NA,Up,Up,Down
Ophio5|3095,XA68_13078,"GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding;GO:0051537|2 iron, 2 sulfur cluster binding",PF07992.9|Pyr_redox_2;PF00070.22|Pyr_redox;PF00355.21|Rieske;PF14759.1|Reductase_C,,NA,Up,Up,Down
Ophio5|3096,XA68_13079,GO:0008270|zinc ion binding;GO:0005515|protein binding;GO:0006511|ubiquitin-dependent protein catabolic process,PF00443.24|UCH;PF02148.14|zf-UBP;PF13423.1|UCH_1;PF00627.26|UBA;PF00627.26|UBA,,NA,Up,Up,Up
Ophio5|3097,XA68_13080,,PF02301.13|HORMA,,NA,Up,Up,Down
Ophio5|3098,NA,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",PF00703.16|Glyco_hydro_2;PF02837.13|Glyco_hydro_2_N,SignalP: has predicted secretion signal,NA,Up,Down,Down
Ophio5|3099,NA,,PF04488.10|Gly_transf_sug,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|31,XA68_10024,,,,1,Down,Down,Down
Ophio5|310,XA68_10308,,,,NA,Down,Down,Down
Ophio5|3100,NA,GO:0016787|hydrolase activity,PF13147.1|Amidohydro_4;PF01979.15|Amidohydro_1;PF07969.6|Amidohydro_3;PF13594.1|Amidohydro_5,,NA,Up,Up,Down
Ophio5|3101,NA,GO:0005515|protein binding,PF12796.2|Ank_2;PF00023.25|Ank;PF13857.1|Ank_5;PF13637.1|Ank_4;PF13606.1|Ank_3,SignalP: has predicted secretion signal,1,Up,Up,Down
Ophio5|3102,NA,GO:0005515|protein binding,PF13637.1|Ank_4;PF13637.1|Ank_4;PF13637.1|Ank_4;PF13637.1|Ank_4;PF12796.2|Ank_2;PF12796.2|Ank_2;PF00023.25|Ank;PF00023.25|Ank;PF00023.25|Ank;PF13857.1|Ank_5,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|3103,NA,GO:0043086|negative regulation of catalytic activity;GO:0042802|identical protein binding;GO:0006508|proteolysis;GO:0004252|serine-type endopeptidase activity,PF00082.17|Peptidase_S8;PF05922.11|Inhibitor_I9,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|3104,NA,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,PF07690.11|MFS_1,,10,Up,Up,Down
Ophio5|3105,NA,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",PF04082.13|Fungal_trans;PF00172.13|Zn_clus,,1,Up,Up,Down
Ophio5|3106,NA,GO:0048500|signal recognition particle;GO:0008312|7S RNA binding;GO:0005525|GTP binding;GO:0006614|SRP-dependent cotranslational protein targeting to membrane,PF00448.17|SRP54;PF02978.14|SRP_SPB;PF02881.14|SRP54_N;PF02492.14|cobW;PF13671.1|AAA_33;PF03205.9|MobB;PF01656.18|CbiA,,NA,Down,Down,Up
Ophio5|3107,NA,"GO:0009058|biosynthetic process;GO:0016597|amino acid binding;GO:0016742|hydroxymethyl-, formyl- and related transferase activity;GO:0008152|metabolic process",PF00551.14|Formyl_trans_N;PF01842.20|ACT;PF13740.1|ACT_6,,NA,Down,Down,Up
Ophio5|3108,XA68_13091,,PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr,,NA,Up,Down,Down
Ophio5|3109,XA68_13092,GO:0003676|nucleic acid binding,PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5;PF13893.1|RRM_5,,NA,Up,Up,Up
Ophio5|311,XA68_10309,,,,NA,Down,Down,Down
Ophio5|3110,XA68_13093,,PF10345.4|Cohesin_load,,NA,Up,Down,Down
Ophio5|3111,XA68_13094,,PF01841.14|Transglut_core;PF07653.12|SH3_2,,NA,Up,Up,Up
Ophio5|3112,XA68_13095,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF14531.1|Kinase-like,,NA,Up,Up,Up
Ophio5|3113,XA68_13096,,PF08652.6|RAI1,,NA,Down,Down,Up
Ophio5|3114,XA68_13097,,,,NA,Down,Down,Up
Ophio5|3115,XA68_13098,GO:0004129|cytochrome-c oxidase activity;GO:0005743|mitochondrial inner membrane,PF02284.11|COX5A,,NA,Up,Up,Up
Ophio5|3116,XA68_13099,,,,NA,Down,Down,Down
Ophio5|3117,XA68_13100,,,,NA,Down,Down,Up
Ophio5|3118,XA68_13101,,,,1,Down,Up,Up
Ophio5|3119,XA68_13102,,PF03371.10|PRP38,,NA,Up,Up,Down
Ophio5|312,XA68_10310,,PF12697.2|Abhydrolase_6;PF12146.3|Hydrolase_4;PF12695.2|Abhydrolase_5;PF00561.15|Abhydrolase_1,,NA,Up,Up,Down
Ophio5|3120,XA68_13103,,,,NA,Up,Up,Down
Ophio5|3121,XA68_13104,"GO:0016884|carbon-nitrogen ligase activity, with glutamine as amido-N-donor",PF01425.16|Amidase,,NA,Down,Up,Up
Ophio5|3122,XA68_13105,,,,NA,Down,Down,Up
Ophio5|3123,XA68_13106,,PF08591.5|RNR_inhib,,NA,Up,Down,Down
Ophio5|3124,XA68_13107,GO:0046983|protein dimerization activity,PF05699.9|Dimer_Tnp_hAT,,NA,Up,Up,Down
Ophio5|3125,XA68_13108,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular,PF01667.12|Ribosomal_S27e,,NA,Up,Up,Up
Ophio5|3126,XA68_13109,,PF02114.11|Phosducin,,NA,Down,Up,Up
Ophio5|3127,NA,,,,NA,Up,Up,Down
Ophio5|3128,XA68_13110,,,,NA,Up,Up,Up
Ophio5|3129,XA68_13111,,,,NA,Up,Up,Down
Ophio5|313,XA68_10311,GO:0016209|antioxidant activity;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,PF00578.16|AhpC-TSA;PF08534.5|Redoxin,,NA,Down,Down,Down
Ophio5|3130,XA68_13112,,,,NA,Up,Up,Up
Ophio5|3131,XA68_13113,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport",PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF00664.18|ABC_membrane;PF00664.18|ABC_membrane,,13,Down,Down,Up
Ophio5|3132,XA68_13114,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process,PF00107.21|ADH_zinc_N,,NA,Up,Up,Down
Ophio5|3133,XA68_13115,,PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1,,NA,Up,Up,Down
Ophio5|3134,XA68_13116,GO:0020037|heme binding,PF03142.10|Chitin_synth_2;PF13632.1|Glyco_trans_2_3;PF13641.1|Glyco_tranf_2_3;PF00173.23|Cyt-b5,,5,Up,Down,Down
Ophio5|3135,XA68_13117,GO:0005515|protein binding;GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF00659.13|POLO_box;PF14531.1|Kinase-like,,NA,Down,Up,Up
Ophio5|3136,XA68_13118,,PF07047.7|OPA3,,NA,Up,Up,Up
Ophio5|3137,XA68_13119,GO:0003333|amino acid transmembrane transport;GO:0006810|transport;GO:0055085|transmembrane transport;GO:0016020|membrane;GO:0015171|amino acid transmembrane transporter activity,PF13520.1|AA_permease_2;PF00324.16|AA_permease,,8,Down,Down,Up
Ophio5|3138,XA68_13120,,,,NA,Up,Up,Down
Ophio5|3139,XA68_13121,,,,4,Up,Up,Up
Ophio5|314,XA68_10312,,,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|3140,XA68_13122,,PF01172.13|SBDS,,NA,Down,Down,Up
Ophio5|3141,XA68_13123,GO:0035023|regulation of Rho protein signal transduction;GO:0005089|Rho guanyl-nucleotide exchange factor activity,PF00621.15|RhoGEF,,NA,Up,Up,Up
Ophio5|3142,XA68_13124,GO:0046872|metal ion binding;GO:0000166|nucleotide binding,PF00122.15|E1-E2_ATPase;PF00689.16|Cation_ATPase_C;PF00702.21|Hydrolase;PF13246.1|Hydrolase_like2;PF00690.21|Cation_ATPase_N;PF12710.2|HAD;PF08282.7|Hydrolase_3,,8,Down,Down,Down
Ophio5|3143,XA68_13125,GO:0051603|proteolysis involved in cellular protein catabolic process;GO:0005839|proteasome core complex;GO:0004298|threonine-type endopeptidase activity,PF00227.21|Proteasome,,NA,Down,Up,Up
Ophio5|3144,XA68_13126,,PF11470.3|TUG-UBL1,,NA,Down,Down,Up
Ophio5|3145,XA68_13127,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular,PF01158.13|Ribosomal_L36e,,NA,Up,Up,Up
Ophio5|3146,XA68_13128,,,,NA,Down,Down,Down
Ophio5|3147,XA68_13129,GO:0009058|biosynthetic process;GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR;PF02719.10|Polysacc_synt_2,,NA,Down,Down,Up
Ophio5|3148,NA,,,,NA,Down,Down,Up
Ophio5|3149,XA68_13130,GO:0006629|lipid metabolic process;GO:0004806|triglyceride lipase activity,PF01764.20|Lipase_3,,NA,Up,Down,Down
Ophio5|315,XA68_10313,GO:0043086|negative regulation of catalytic activity;GO:0042802|identical protein binding;GO:0006508|proteolysis;GO:0004252|serine-type endopeptidase activity,PF00082.17|Peptidase_S8;PF05922.11|Inhibitor_I9,,NA,Down,Up,Up
Ophio5|3150,XA68_13131,,PF00244.15|14-3-3,,NA,Up,Up,Up
Ophio5|3151,XA68_13132,,,,NA,Up,Up,Down
Ophio5|3152,XA68_13133,,,,NA,Up,Up,Down
Ophio5|3153,XA68_13134,GO:0042578|phosphoric ester hydrolase activity,PF02383.13|Syja_N;PF03372.18|Exo_endo_phos,,NA,Down,Down,Up
Ophio5|3154,XA68_13135,,,,NA,Up,Down,Down
Ophio5|3155,XA68_13136,GO:0005509|calcium ion binding;GO:0045454|cell redox homeostasis,PF00085.15|Thioredoxin;PF00085.15|Thioredoxin;PF13848.1|Thioredoxin_6;PF01216.12|Calsequestrin,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|3156,XA68_13137,,,,1,Up,Up,Up
Ophio5|3157,XA68_13138,,PF04438.11|zf-HIT,,NA,Down,Up,Up
Ophio5|3158,XA68_13139,"GO:0016876|ligase activity, forming aminoacyl-tRNA and related compounds;GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0043039|tRNA aminoacylation;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation",PF00587.20|tRNA-synt_2b;PF03129.15|HGTP_anticodon;PF07973.9|tRNA_SAD;PF02824.16|TGS,,NA,Up,Up,Down
Ophio5|3159,XA68_13140,GO:0005741|mitochondrial outer membrane;GO:0006886|intracellular protein transport,PF04281.8|Tom22,,1,Down,Down,Up
Ophio5|316,XA68_10314,,PF00153.22|Mito_carr;PF00153.22|Mito_carr,,NA,Up,Up,Down
Ophio5|3160,XA68_13141,,,,NA,Down,Down,Up
Ophio5|3161,XA68_13142,GO:0055114|oxidation-reduction process;GO:0004352|glutamate dehydrogenase (NAD+) activity;GO:0016491|oxidoreductase activity;GO:0006520|cellular amino acid metabolic process;GO:0019551|glutamate catabolic process to 2-oxoglutarate,PF00208.16|ELFV_dehydrog;PF05088.7|Bac_GDH,,NA,Down,Down,Up
Ophio5|3162,XA68_13143,GO:0005515|protein binding,PF00018.23|SH3_1,,NA,Up,Down,Down
Ophio5|3163,XA68_13144,,,,NA,Up,Down,Down
Ophio5|3164,XA68_13145,,,,1,Down,Down,Down
Ophio5|3165,XA68_13146,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Up
Ophio5|3166,XA68_13147,GO:0016592|mediator complex;GO:0001104|RNA polymerase II transcription cofactor activity;GO:0006357|regulation of transcription from RNA polymerase II promoter,PF10280.4|Med11,,NA,Down,Down,Up
Ophio5|3167,XA68_13148,"GO:0005515|protein binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus",PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF04494.10|TFIID_90kDa;PF08513.6|LisH,,NA,Down,Down,Down
Ophio5|3168,XA68_13149,GO:0035091|phosphatidylinositol binding,PF09325.5|Vps5;PF00787.19|PX,,NA,Up,Down,Down
Ophio5|3169,XA68_13150,,,,NA,Up,Up,Up
Ophio5|317,XA68_10315,"GO:0005750|mitochondrial respiratory chain complex III;GO:0006122|mitochondrial electron transport, ubiquinol to cytochrome c",PF02271.11|UCR_14kD,,NA,Down,Up,Up
Ophio5|3170,XA68_13151,,,,NA,Up,Up,Up
Ophio5|3171,XA68_13152,GO:0051082|unfolded protein binding;GO:0006950|response to stress;GO:0006457|protein folding;GO:0005524|ATP binding,PF00183.13|HSP90;PF13589.1|HATPase_c_3;PF02518.21|HATPase_c,,NA,Down,Up,Up
Ophio5|3172,XA68_13153,,PF03062.14|MBOAT,,5,Up,Up,Down
Ophio5|3173,XA68_13154,,,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|3174,XA68_13155,,,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|3175,XA68_13156,,PF00226.26|DnaJ,,NA,Up,Up,Down
Ophio5|3176,XA68_13157,,,,NA,Down,Down,Down
Ophio5|3177,XA68_13158,GO:0006281|DNA repair;GO:0016887|ATPase activity;GO:0005524|ATP binding;GO:0009378|four-way junction helicase activity;GO:0006310|DNA recombination,PF00004.24|AAA;PF07728.9|AAA_5;PF07724.9|AAA_2;PF05496.7|RuvB_N,,NA,Up,Up,Down
Ophio5|3178,XA68_13159,,,,NA,Up,=,Down
Ophio5|3179,XA68_13160,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,PF01699.19|Na_Ca_ex;PF01699.19|Na_Ca_ex;PF03733.8|DUF307,,14,Up,Up,Down
Ophio5|318,XA68_10316,GO:0006511|ubiquitin-dependent protein catabolic process,PF00443.24|UCH;PF13423.1|UCH_1,,NA,Up,Up,Up
Ophio5|3180,XA68_13161,,,,NA,Down,Down,Up
Ophio5|3181,XA68_13162,,PF12697.2|Abhydrolase_6;PF00561.15|Abhydrolase_1,,NA,Up,Up,Up
Ophio5|3182,XA68_13163,,,,NA,Down,Down,Down
Ophio5|3183,XA68_13164,,,,NA,Down,Up,Up
Ophio5|3184,XA68_13165,GO:0003968|RNA-directed RNA polymerase activity,PF05183.7|RdRP,,NA,Up,Up,Up
Ophio5|3185,XA68_13166,GO:0016020|membrane,PF01184.14|Grp1_Fun34_YaaH,,5,Up,Down,Down
Ophio5|3186,XA68_13167,,,,NA,Up,Up,Up
Ophio5|3187,XA68_13168,GO:0003824|catalytic activity;GO:0008152|metabolic process,PF00501.23|AMP-binding;PF13193.1|AMP-binding_C,,2,Up,Up,Down
Ophio5|3188,XA68_13169,,,,1,Down,Down,Up
Ophio5|3189,XA68_13170,,PF12815.2|CTD;PF12815.2|CTD;PF12815.2|CTD;PF03439.8|Spt5-NGN;PF11942.3|Spt5_N,,NA,Down,Down,Down
Ophio5|319,XA68_10317,,,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|3190,XA68_13171,GO:0005515|protein binding,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,,NA,Up,Up,Down
Ophio5|3191,XA68_13172,,,,NA,Down,Down,Up
Ophio5|3192,XA68_13173,,PF08520.5|DUF1748,,NA,Up,Up,Up
Ophio5|3193,XA68_13174,"GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0006096|glycolytic process;GO:0005524|ATP binding;GO:0004743|pyruvate kinase activity;GO:0000287|magnesium ion binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0030955|potassium ion binding;GO:0055085|transmembrane transport;GO:0006810|transport",PF00224.16|PK;PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF00664.18|ABC_membrane;PF00664.18|ABC_membrane;PF02887.11|PK_C,,12,Down,Up,Up
Ophio5|3194,XA68_13175,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,,1,Down,Down,Up
Ophio5|3195,XA68_13176,GO:0016851|magnesium chelatase activity;GO:0006260|DNA replication;GO:0005524|ATP binding;GO:0015995|chlorophyll biosynthetic process;GO:0015979|photosynthesis;GO:0003677|DNA binding,PF00493.18|MCM;PF14551.1|MCM_N;PF01078.16|Mg_chelatase,,NA,Up,Up,Down
Ophio5|3196,XA68_13177,,,,NA,Up,Down,Down
Ophio5|3197,XA68_13178,,PF10791.4|F1F0-ATPsyn_F,,1,Up,Up,Up
Ophio5|3198,XA68_13179,"GO:0022900|electron transport chain;GO:0016651|oxidoreductase activity, acting on NAD(P)H",PF04800.7|ETC_C1_NDUFA4,,NA,Up,Up,Up
Ophio5|3199,XA68_13180,,PF10607.4|CLTH;PF08513.6|LisH,,NA,Up,Up,Up
Ophio5|32,XA68_10025,"GO:0004135|amylo-alpha-1,6-glucosidase activity;GO:0004134|4-alpha-glucanotransferase activity;GO:0005980|glycogen catabolic process",PF14701.1|hDGE_amylase;PF06202.9|GDE_C;PF14702.1|hGDE_central;PF14699.1|hGDE_N,,NA,Down,Down,Down
Ophio5|320,XA68_10318,GO:0008168|methyltransferase activity;GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;GO:0006464|cellular protein modification process;GO:0008152|metabolic process,PF08241.7|Methyltransf_11;PF13847.1|Methyltransf_31;PF13489.1|Methyltransf_23;PF12847.2|Methyltransf_18;PF08242.7|Methyltransf_12;PF01209.13|Ubie_methyltran;PF13659.1|Methyltransf_26;PF01135.14|PCMT;PF13649.1|Methyltransf_25;PF05175.9|MTS,,NA,Up,Down,Down
Ophio5|3200,XA68_13181,GO:0016301|kinase activity;GO:0008152|metabolic process;GO:0005524|ATP binding;GO:0016740|transferase activity,PF00485.13|PRK;PF14681.1|UPRTase;PF13207.1|AAA_17;PF07931.7|CPT,,NA,Down,Down,Up
Ophio5|3201,XA68_13182,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding,PF07992.9|Pyr_redox_2;PF00070.22|Pyr_redox,,1,Down,Down,Down
Ophio5|3202,XA68_13183,,PF07767.6|Nop53,,NA,Down,Up,Up
Ophio5|3203,XA68_13184,GO:0007264|small GTPase mediated signal transduction;GO:0005634|nucleus;GO:0005737|cytoplasm;GO:0005525|GTP binding;GO:0005622|intracellular;GO:0003924|GTPase activity,PF00071.17|Ras;PF08477.8|Miro;PF00025.16|Arf;PF00009.22|GTP_EFTU;PF04670.7|Gtr1_RagA;PF01926.18|MMR_HSR1;PF09439.5|SRPRB,,NA,Up,Up,Down
Ophio5|3204,XA68_13185,,,,NA,Up,Up,Down
Ophio5|3205,XA68_13186,"GO:0006355|regulation of transcription, DNA-templated;GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups;GO:0005634|nucleus",PF01853.13|MOZ_SAS;PF11717.3|Tudor-knot,,NA,Down,Down,Down
Ophio5|3206,XA68_13187,,PF06824.6|DUF1237,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|3207,XA68_13188,GO:0046872|metal ion binding;GO:0000166|nucleotide binding,PF00122.15|E1-E2_ATPase;PF12710.2|HAD;PF00702.21|Hydrolase;PF13246.1|Hydrolase_like2,,9,Down,Down,Down
Ophio5|3208,XA68_13189,,PF10235.4|Cript,,NA,Down,Down,Up
Ophio5|3209,XA68_13190,,PF12697.2|Abhydrolase_6;PF00561.15|Abhydrolase_1;PF12695.2|Abhydrolase_5,,NA,Down,Down,Down
Ophio5|321,XA68_10319,,,,NA,Down,Up,Up
Ophio5|3210,XA68_13191,,PF04696.8|Pinin_SDK_memA,,NA,Down,Up,Up
Ophio5|3211,XA68_13192,,PF03660.9|PHF5,,NA,Up,Up,Up
Ophio5|3212,XA68_13193,,,,1,Up,Up,Down
Ophio5|3213,XA68_13194,,PF12330.3|DUF3635,,NA,Down,Down,Up
Ophio5|3214,XA68_13195,,PF07946.9|DUF1682,,NA,Down,Down,Up
Ophio5|3215,XA68_13196,,PF01910.12|DUF77,,NA,Down,Down,Up
Ophio5|3216,XA68_13197,,,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|3217,XA68_13198,GO:0019901|protein kinase binding,PF03234.9|CDC37_N;PF08565.6|CDC37_M;PF08564.5|CDC37_C,,NA,Down,Up,Up
Ophio5|3218,XA68_13199,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0003677|DNA binding,PF12054.3|DUF3535;PF00176.18|SNF2_N;PF00271.26|Helicase_C,,NA,Down,Down,Down
Ophio5|3219,XA68_13200,,PF08571.5|Yos1,,1,Up,Up,Down
Ophio5|322,XA68_10320,GO:0004356|glutamate-ammonia ligase activity;GO:0006807|nitrogen compound metabolic process,PF00120.19|Gln-synt_C,,NA,Down,Down,Up
Ophio5|3220,XA68_13201,GO:0006511|ubiquitin-dependent protein catabolic process,PF00443.24|UCH;PF13423.1|UCH_1,,NA,Up,Up,Up
Ophio5|3221,XA68_13202,,,,NA,Up,Up,Up
Ophio5|3222,XA68_13203,,PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr,,NA,Down,Up,Up
Ophio5|3223,XA68_13204,,,,NA,Down,Up,Up
Ophio5|3224,XA68_13205,,,,NA,Up,Up,Up
Ophio5|3225,XA68_13206,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Up
Ophio5|3226,XA68_13207,,,,NA,Up,Up,Up
Ophio5|3227,XA68_13208,,PF12397.3|U3snoRNP10;PF08146.7|BP28CT,,NA,Up,Up,Up
Ophio5|3228,XA68_13209,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding,PF07992.9|Pyr_redox_2;PF00070.22|Pyr_redox,,NA,Down,Down,Up
Ophio5|3229,XA68_13210,GO:0009228|thiamine biosynthetic process;GO:0004789|thiamine-phosphate diphosphorylase activity;GO:0004417|hydroxyethylthiazole kinase activity,PF02110.10|HK;PF02581.12|TMP-TENI;PF01256.12|Carb_kinase,,NA,Down,Down,Up
Ophio5|323,XA68_10321,GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation,PF00579.20|tRNA-synt_1b,,NA,Up,Up,Down
Ophio5|3230,XA68_13211,,,,NA,Down,Down,Down
Ophio5|3231,XA68_13212,,,SignalP: has predicted secretion signal,1,Up,Up,Down
Ophio5|3232,XA68_13213,GO:0016592|mediator complex;GO:0001104|RNA polymerase II transcription cofactor activity;GO:0006357|regulation of transcription from RNA polymerase II promoter,PF10744.4|Med1,,NA,Down,Down,Up
Ophio5|3233,XA68_13214,,,,NA,Up,Up,Down
Ophio5|3234,XA68_13215,,,,1,Down,Down,Up
Ophio5|3235,XA68_13216,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process,PF00698.16|Acyl_transf_1;PF08659.5|KR;PF14765.1|PS-DH;PF00106.20|adh_short;PF00107.21|ADH_zinc_N;PF08240.7|ADH_N,,NA,Down,Down,Up
Ophio5|3236,XA68_13217,,PF00109.21|ketoacyl-synt;PF02801.17|Ketoacyl-synt_C,,NA,Up,Up,Down
Ophio5|3237,XA68_13218,,,,NA,Up,Up,Down
Ophio5|3238,XA68_13219,,,,NA,Up,Up,Up
Ophio5|3239,XA68_13220,,,,NA,Up,Up,Down
Ophio5|324,XA68_10322,,PF08573.5|SAE2,,NA,Up,Up,Down
Ophio5|3240,XA68_13221,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,PF01375.12|Enterotoxin_a,,NA,Down,Down,Down
Ophio5|3241,XA68_13222,,,,NA,Down,Down,Down
Ophio5|3242,XA68_13223,,,,NA,Up,Down,Down
Ophio5|3243,XA68_13224,"GO:0006352|DNA-templated transcription, initiation;GO:0005669|transcription factor TFIID complex",PF03847.8|TFIID_20kDa,,NA,Up,Up,Down
Ophio5|3244,XA68_13225,GO:0030234|enzyme regulator activity;GO:0000502|proteasome complex;GO:0005515|protein binding;GO:0042176|regulation of protein catabolic process,PF08375.6|Rpn3_C;PF01399.22|PCI,,NA,Down,Down,Down
Ophio5|3245,XA68_13226,"GO:0006355|regulation of transcription, DNA-templated;GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups;GO:0005634|nucleus",PF01853.13|MOZ_SAS,,NA,Up,Up,Up
Ophio5|3246,XA68_13227,GO:0004601|peroxidase activity,PF01328.12|Peroxidase_2,SignalP: has predicted secretion signal; SSP: small secreted protein,1,Down,Down,Up
Ophio5|3247,XA68_13228,,,,NA,Down,Down,Up
Ophio5|3248,XA68_13229,GO:0005515|protein binding;GO:0016853|isomerase activity,PF00639.16|Rotamase;PF13616.1|Rotamase_3;PF00397.21|WW,,NA,Down,Down,Down
