arb2_gene,gene_name,blast_annot,GOs,pfams,signalP,SSP,TMHMM,sc16a_homolog
Ophcf2|02309,GQ602_002309,alpha subunit of casein kinase,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0006464|cellular protein modification process; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016301|kinase activity; GO:0006468|protein phosphorylation; GO:0008144|drug binding; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0140096|catalytic activity, acting on a protein; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006796|phosphate-containing compound metabolic process; GO:0017076|purine nucleotide binding; GO:0019538|protein metabolic process; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:0004672|protein kinase activity; GO:0044238|primary metabolic process; GO:0036211|protein modification process; GO:1901265|nucleoside phosphate binding; GO:0006793|phosphorus metabolic process; GO:0016740|transferase activity; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0016310|phosphorylation; GO:1901564|organonitrogen compound metabolic process; GO:0016773|phosphotransferase activity, alcohol group as acceptor; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF00069|Pkinase; PF07714|Pkinase_Tyr; PF01636|APH;,NA,NA,NA,Ophio5|7890
Ophcf2|02310,GQ602_002310,hypothetical protein CDD80_6069,NA,PF12720|DUF3807;,NA,NA,NA,Ophio5|7523
Ophcf2|02311,GQ602_002311,UV radiation resistance protein/autophagy-related protein 14,NA,PF10186|Atg14;,NA,NA,NA,Ophio5|7524
Ophcf2|02312,GQ602_002312,glycoside hydrolase family 2 protein,"GO:0003824|catalytic activity; GO:0016787|hydrolase activity; GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0005975|carbohydrate metabolic process; GO:0071704|organic substance metabolic process; GO:0044238|primary metabolic process; GO:0016798|hydrolase activity, acting on glycosyl bonds; GO:0008152|metabolic process;",PF17786|Mannosidase_ig; PF00703|Glyco_hydro_2; PF17753|Ig_mannosidase;,NA,NA,NA,Ophio5|7525
Ophcf2|02313,GQ602_002313,hypothetical protein CDD80_3703,NA,NA,NA,NA,2;,Ophio5|7121
Ophcf2|02314,GQ602_002314,chromosome segregation protein,NA,PF15402|Spc7_N; PF15577|Spc7_C2; PF08317|Spc7;,NA,NA,NA,Ophio5|6648
Ophcf2|02315,GQ602_002315,40S ribosomal protein S11,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00366|Ribosomal_S17; PF16205|Ribosomal_S17_N;,NA,NA,NA,Ophio5|4395
Ophcf2|02316,GQ602_002316,autophagy-related protein 6,NA,NA,NA,NA,NA,Ophio5|4396
Ophcf2|02317,GQ602_002317,udp-galactose transporter like protein,NA,PF12927|DUF3835; PF13758|Prefoldin_3;,NA,NA,NA,Ophio5|4397
Ophcf2|02318,GQ602_002318,"mannose-6-phosphate isomerase, class I",NA,NA,Has signal peptide;,Small secreted protein;,NA,Ophio5|4398
Ophcf2|02319,GQ602_002319,geranylgeranyl pyrophosphate synthetase,NA,NA,NA,NA,NA,Ophio5|4399
Ophcf2|02320,GQ602_002320,DUF636 domain protein,GO:0003824|catalytic activity; GO:0003674|molecular_function; GO:0016829|lyase activity; GO:0016846|carbon-sulfur lyase activity;,PF04828|GFA;,NA,NA,NA,Ophio5|4400
Ophcf2|02321,GQ602_002321,Folylpolyglutamate synthase,NA,NA,NA,NA,NA,Ophio5|4401
Ophcf2|02322,GQ602_002322,folylpolyglutamate synthase,GO:0035639|purine ribonucleoside triphosphate binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0008144|drug binding; GO:0005488|binding; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:0009058|biosynthetic process; GO:1901265|nucleoside phosphate binding; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;,PF08245|Mur_ligase_M;,NA,NA,NA,Ophio5|4402
Ophcf2|02323,GQ602_002323,MICOS complex subunit MIC60,NA,PF09731|Mitofilin;,NA,NA,1;,Ophio5|6942
Ophcf2|02324,GQ602_002324,GTP-binding protein ypt5,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0032549|ribonucleoside binding; GO:0019001|guanyl nucleotide binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0016787|hydrolase activity; GO:0005488|binding; GO:0016462|pyrophosphatase activity; GO:0043167|ion binding; GO:0005525|GTP binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0003924|GTPase activity; GO:0017111|nucleoside-triphosphatase activity; GO:0017076|purine nucleotide binding; GO:0032550|purine ribonucleoside binding; GO:0001882|nucleoside binding; GO:0032561|guanyl ribonucleotide binding; GO:1901265|nucleoside phosphate binding; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0001883|purine nucleoside binding; GO:0016817|hydrolase activity, acting on acid anhydrides;",PF00071|Ras; PF01926|MMR_HSR1; PF00025|Arf; PF04670|Gtr1_RagA; PF00009|GTP_EFTU; PF08477|Roc;,NA,NA,NA,Ophio5|6943
Ophcf2|02325,GQ602_002325,Histone acetyltransferases subunit 3,NA,PF10198|Ada3;,NA,NA,NA,Ophio5|5237
Ophcf2|02326,GQ602_002326,Urease,GO:0016151|nickel cation binding; GO:0003674|molecular_function; GO:0044282|small molecule catabolic process; GO:0009056|catabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0005488|binding; GO:0016787|hydrolase activity; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0019627|urea metabolic process; GO:0043167|ion binding; GO:0043419|urea catabolic process; GO:0043603|cellular amide metabolic process; GO:0003824|catalytic activity; GO:0044281|small molecule metabolic process; GO:0043169|cation binding; GO:1901575|organic substance catabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0043605|cellular amide catabolic process; GO:1901565|organonitrogen compound catabolic process; GO:0071941|nitrogen cycle metabolic process; GO:0046872|metal ion binding; GO:0008150|biological_process; GO:0044270|cellular nitrogen compound catabolic process; GO:0046914|transition metal ion binding; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0044248|cellular catabolic process;,PF01979|Amidohydro_1; PF00547|Urease_gamma; PF07969|Amidohydro_3; PF00699|Urease_beta; PF00449|Urease_alpha;,NA,NA,NA,Ophio5|5238
Ophcf2|02327,GQ602_002327,high mobility group protein,NA,PF00505|HMG_box;,NA,NA,NA,Ophio5|4336
Ophcf2|02328,GQ602_002328,related to Het-c protein,NA,PF07217|Het-C;,Has signal peptide;,NA,1;,Ophio5|4334
Ophcf2|02329,GQ602_002329,RING finger domain-containing protein,NA,PF13639|zf-RING_2;,NA,NA,1;,Ophio5|4333
Ophcf2|02330,GQ602_002330,hypothetical protein CDD80_6117,NA,NA,NA,NA,NA,Ophio5|4332
Ophcf2|02331,GQ602_002331,Rossmann-like alpha/beta/alpha sandwich fold protein,GO:0003824|catalytic activity; GO:0003674|molecular_function;,PF01507|PAPS_reduct;,NA,NA,NA,Ophio5|4331
Ophcf2|02332,GQ602_002332,peroxisomal biogenesis factor 2,NA,PF04757|Pex2_Pex12;,NA,NA,NA,Ophio5|4330
Ophcf2|02333,GQ602_002333,MFS_1 like family domain-containing protein,NA,NA,NA,NA,8;,Ophio5|4329
Ophcf2|02334,GQ602_002334,adenine phosphoribosyltransferase,GO:0009116|nucleoside metabolic process; GO:1901135|carbohydrate derivative metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0008150|biological_process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0044281|small molecule metabolic process; GO:1901360|organic cyclic compound metabolic process; GO:0071704|organic substance metabolic process; GO:1901564|organonitrogen compound metabolic process; GO:0009987|cellular process; GO:0044238|primary metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:1901657|glycosyl compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0008152|metabolic process;,PF00156|Pribosyltran;,NA,NA,NA,Ophio5|6383
Ophcf2|02335,GQ602_002335,"mannosyl-oligosaccharide alpha-1,2-mannosidase","GO:0003824|catalytic activity; GO:0004559|alpha-mannosidase activity; GO:0005575|cellular_component; GO:0016787|hydrolase activity; GO:0005488|binding; GO:0005509|calcium ion binding; GO:0046872|metal ion binding; GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0015923|mannosidase activity; GO:0003674|molecular_function; GO:0043167|ion binding; GO:0043169|cation binding; GO:0016020|membrane; GO:0016798|hydrolase activity, acting on glycosyl bonds; GO:0015924|mannosyl-oligosaccharide mannosidase activity; GO:0004571|mannosyl-oligosaccharide 1,2-alpha-mannosidase activity;",PF01532|Glyco_hydro_47;,Has signal peptide;,NA,3;,Ophio5|6382
Ophcf2|02336,GQ602_002336,hypothetical protein CDD80_942,NA,NA,NA,NA,NA,Ophio5|6380
Ophcf2|02337,GQ602_002337,N-terminal fungal transcription regulatory domain-containing protein,"GO:0009889|regulation of biosynthetic process; GO:0005575|cellular_component; GO:0051252|regulation of RNA metabolic process; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0031323|regulation of cellular metabolic process; GO:0010556|regulation of macromolecule biosynthetic process; GO:0140110|transcription regulator activity; GO:0044424|intracellular part; GO:0005488|binding; GO:0008270|zinc ion binding; GO:0080090|regulation of primary metabolic process; GO:0043229|intracellular organelle; GO:0043167|ion binding; GO:0050789|regulation of biological process; GO:0044464|cell part; GO:0051171|regulation of nitrogen compound metabolic process; GO:0019219|regulation of nucleobase-containing compound metabolic process; GO:0010468|regulation of gene expression; GO:1903506|regulation of nucleic acid-templated transcription; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0043169|cation binding; GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0003700|DNA-binding transcription factor activity; GO:0031326|regulation of cellular biosynthetic process; GO:0065007|biological regulation; GO:0046872|metal ion binding; GO:2001141|regulation of RNA biosynthetic process; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0046914|transition metal ion binding; GO:2000112|regulation of cellular macromolecule biosynthetic process; GO:0006355|regulation of transcription, DNA-templated; GO:0043227|membrane-bounded organelle; GO:0060255|regulation of macromolecule metabolic process;",PF00172|Zn_clus;,NA,NA,NA,Ophio5|1714
Ophcf2|02338,GQ602_002338,---NA---,NA,NA,NA,NA,NA,NA
Ophcf2|02339,GQ602_002339,mitochondrial import inner membrane translocase subunit TIM10,NA,PF02953|zf-Tim10_DDP;,NA,NA,NA,Ophio5|1707
Ophcf2|02340,GQ602_002340,Sin3 complex subunit,NA,NA,NA,NA,NA,Ophio5|1706
Ophcf2|02341,GQ602_002341,glycosyl transferase,NA,PF04488|Gly_transf_sug;,NA,NA,1;,Ophio5|1705
Ophcf2|02342,GQ602_002342,"Ran binding protein-like, CRA domain protein",NA,PF13445|zf-RING_UBOX; PF10607|CLTH;,NA,NA,NA,Ophio5|1704
Ophcf2|02343,GQ602_002343,Golgi apparatus membrane protein,NA,NA,NA,NA,8;,Ophio5|1703
Ophcf2|02344,GQ602_002344,N-acylethanolamine amidohydrolase,NA,PF01425|Amidase;,NA,NA,NA,Ophio5|1701
Ophcf2|02345,GQ602_002345,beta-flanking protein,NA,NA,NA,NA,NA,Ophio5|1700
Ophcf2|02346,GQ602_002346,Cutinase gene palindrome-binding protein,"GO:0009889|regulation of biosynthetic process; GO:0051252|regulation of RNA metabolic process; GO:0097159|organic cyclic compound binding; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0031323|regulation of cellular metabolic process; GO:0043565|sequence-specific DNA binding; GO:0010556|regulation of macromolecule biosynthetic process; GO:0005488|binding; GO:0008270|zinc ion binding; GO:0080090|regulation of primary metabolic process; GO:0043167|ion binding; GO:0050789|regulation of biological process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0051171|regulation of nitrogen compound metabolic process; GO:0005515|protein binding; GO:0019219|regulation of nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0010468|regulation of gene expression; GO:1903506|regulation of nucleic acid-templated transcription; GO:0043169|cation binding; GO:0031326|regulation of cellular biosynthetic process; GO:0065007|biological regulation; GO:0046872|metal ion binding; GO:2001141|regulation of RNA biosynthetic process; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0046914|transition metal ion binding; GO:2000112|regulation of cellular macromolecule biosynthetic process; GO:0006355|regulation of transcription, DNA-templated; GO:0060255|regulation of macromolecule metabolic process;",PF00989|PAS; PF00320|GATA; PF08447|PAS_3;,NA,NA,NA,Ophio5|889
Ophcf2|02347,GQ602_002347,DNA repaire protein UVS6,NA,PF13476|AAA_23;,NA,NA,NA,Ophio5|6775
